StartDate.StartDate,EndDate.EndDate,Status.ResponseType,IPAddress.IPAddress,Progress.Progress,Duration(inseconds).Duration(inseconds),Finished.Finished,RecordedDate.RecordedDate,ResponseId.ResponseID,RecipientLastName.RecipientLastName,RecipientFirstName.RecipientFirstName,RecipientEmail.RecipientEmail,ExternalReference.ExternalDataReference,LocationLatitude.LocationLatitude,LocationLongitude.LocationLongitude,DistributionChannel.DistributionChannel,selected_overall.HowMALEorFEMALEdoesthispersonlook?,unselected_overall.HowMALEorFEMALEdoesthispersonlook?,selected_overall.HowmuchofaWHITEAMERICANorAFRICANAMERICANdoesthispersonlooklike?,unselected_overall.HowmuchofaWHITEAMERICANorAFRICANAMERICANdoesthispersonlooklike?,selected_overall.HowHAPPYdoesthispersonlook?,unselected_overall.HowHAPPYdoesthispersonlook?,selected_overall.HowDOMINANTdoesthispersonlook?,unselected_overall.HowDOMINANTdoesthispersonlook?,selected_overall.HowATTRACTIVEdoesthispersonlook?,unselected_overall.HowATTRACTIVEdoesthispersonlook?,selected_overall.HowLIKABLEdoesthispersonlook?,unselected_overall.HowLIKABLEdoesthispersonlook?,selected_overall.HowTRUSTWORTHYdoesthispersonlook?,unselected_overall.HowTRUSTWORTHYdoesthispersonlook?,selected_overall.HowCOMPETENTdoesthispersonlook?,unselected_overall.HowCOMPETENTdoesthispersonlook?,selected_overall.HowWARMdoesthispersonlook?,unselected_overall.HowWARMdoesthispersonlook?,age,sex,race,data_use,mTurkCode
3/20/20171:19:16PM,3/20/20171:20:19PM,0,50.247.74.117,100,63,1,3/20/20171:20:21PM,R_RakYoq5RL0aPVxD,,,,,37.36880493,-122.0363007,anonymous,3,4,,,,,,,,,,,,,,,,,24,1,1,4,4306106004
3/20/20171:19:05PM,3/20/20171:21:29PM,0,71.120.99.81,100,143,1,3/20/20171:21:30PM,R_2WYd4w2yND3rxAt,,,,,40.78179932,-75.98699951,anonymous,1,3,,,,,,,,,,,,,,,,,35,1,1,4,8547751712
3/20/20171:21:41PM,3/20/20171:23:42PM,0,98.166.241.145,100,121,1,3/20/20171:23:44PM,R_1ghfzhUig2hGfZZ,,,,,37.13549805,-76.3526001,anonymous,2,3,,,,,,,,,,,,,,,,,27,2,3,4,4597054175
3/20/20171:23:19PM,3/20/20171:25:10PM,0,140.186.214.18,100,111,1,3/20/20171:25:12PM,R_3Mcb8NIheHK28Do,,,,,44.37919617,-98.20500183,anonymous,,,,,,,,,,,3,2,,,,,,,34,2,1,4,389223672
3/20/20171:26:29PM,3/20/20171:28:54PM,0,173.171.255.102,100,145,1,3/20/20171:28:56PM,R_2Y3d73bO4UjfnUY,,,,,27.9098053,-82.78839874,anonymous,,,,,,,,,,,,,,,5,4,,,37,1,1,4,4933981868
3/20/20171:29:03PM,3/20/20171:30:25PM,0,129.49.101.7,100,81,1,3/20/20171:30:26PM,R_b40Wso1eAZjJYtP,,,,,40.90640259,-73.13189697,anonymous,,,,,4,2,,,,,,,,,,,,,20,2,1,4,8413547850
3/20/20171:38:53PM,3/20/20171:41:25PM,0,73.214.205.213,100,151,1,3/20/20171:41:26PM,R_OMY6DFiilaTd84N,,,,,40.34410095,-79.97730255,anonymous,1,3,,,,,,,,,,,,,,,,,26,2,1,3,3018598231
3/20/20171:41:53PM,3/20/20171:43:17PM,0,173.15.105.209,100,83,1,3/20/20171:43:18PM,R_30uH1LwH0hEFMjn,,,,,41.84829712,-87.65170288,anonymous,,,,,,,,,,,,,2,1,,,,,24,2,1,2,124649508
3/20/20171:44:40PM,3/20/20171:46:05PM,0,184.189.249.224,100,85,1,3/20/20171:46:07PM,R_1gCNXrxBHexZtrW,,,,,34.50210571,-120.1287003,anonymous,,,,,,,,,,,,,,,,,7,1,34,2,1,4,9426368917
3/20/20171:44:02PM,3/20/20171:46:26PM,0,47.32.43.49,100,144,1,3/20/20171:46:28PM,R_2c8zzsSW2SQ6OZm,,,,,43.97590637,-88.66329956,anonymous,,,2,4,,,,,,,,,,,,,,,25,1,1,3,5517110759
3/20/20171:53:20PM,3/20/20171:55:22PM,0,73.95.129.169,100,122,1,3/20/20171:55:24PM,R_2TzwmZRidvffs7U,,,,,39.59750366,-105.0140991,anonymous,,,,,,,,,,,,,,,,,3,4,41,2,1,4,2886091206
3/20/20171:58:02PM,3/20/20171:59:16PM,0,198.22.162.103,100,73,1,3/20/20171:59:18PM,R_1mJIKLS3o40HQok,,,,,37.75100708,-97.8219986,anonymous,2,5,,,,,,,,,,,,,,,,,26,1,2,4,5872080731
3/20/20172:01:22PM,3/20/20172:03:57PM,0,216.14.245.165,100,155,1,3/20/20172:03:59PM,R_2CfCrnpo2l79erC,,,,,47.5625,-115.4420013,anonymous,,,,,,,,,,,3,1,,,,,,,50,1,1,4,2379583968
3/20/20172:06:48PM,3/20/20172:10:14PM,0,47.183.178.94,100,206,1,3/20/20172:10:16PM,R_3iJrVEbHmVmnpdV,,,,,31.63929749,-98.97699738,anonymous,,,,,,,,,5,1,,,,,,,,,66,2,1,4,7884015906
3/20/20172:16:23PM,3/20/20172:17:19PM,0,68.38.98.174,100,56,1,3/20/20172:17:21PM,R_1OBkx6q7fWtC80o,,,,,39.52389526,-85.78530121,anonymous,,,,,4,4,,,,,,,,,,,,,24,1,1,4,1236348399
3/20/20172:15:53PM,3/20/20172:17:37PM,0,172.72.240.130,100,104,1,3/20/20172:17:39PM,R_1MMQxix1Qu3LGvB,,,,,35.49729919,-80.67549896,anonymous,,,,,,,,,,,,,,,4,3,,,27,1,1,4,3027624064
3/20/20172:20:33PM,3/20/20172:21:45PM,0,192.231.86.240,100,72,1,3/20/20172:21:46PM,R_6o0xHslvPQMhHuF,,,,,34.07080078,-118.3762054,anonymous,,,,,,,,,,,,,,,5,2,,,23,1,1,4,577725480
3/20/20172:25:54PM,3/20/20172:29:28PM,0,107.220.166.115,100,213,1,3/20/20172:29:29PM,R_2YYgB7uNj2xOiaM,,,,,30.27119446,-89.77050018,anonymous,,,,,,,,,,,,,,,4,2,,,30,2,5,4,4132868564
3/20/20172:28:27PM,3/20/20172:29:53PM,0,97.102.85.12,100,85,1,3/20/20172:29:54PM,R_31YGxRI4FhTumHi,,,,,28.0381012,-80.6115036,anonymous,,,,,,,,,4,2,,,,,,,,,52,2,1,4,7315149437
3/20/20172:29:14PM,3/20/20172:30:48PM,0,72.12.207.50,100,93,1,3/20/20172:30:50PM,R_1C0Wp5Uj6PlfNES,,,,,40.4223938,-86.80310059,anonymous,,,3,4,,,,,,,,,,,,,,,26,1,1,3,7637371830
3/20/20172:37:46PM,3/20/20172:39:27PM,0,68.133.41.68,100,101,1,3/20/20172:39:28PM,R_27WfC9pEfkM0VXD,,,,,42.97619629,-78.79470062,anonymous,,,,,,,,,,,,,,,,,4,1,20,1,1,4,6719821426
3/20/20172:39:30PM,3/20/20172:41:01PM,0,172.81.154.118,100,90,1,3/20/20172:41:02PM,R_1HiZyUQSZOfrTEY,,,,,47.57159424,-122.3327026,anonymous,,,6,6,,,,,,,,,,,,,,,29,2,1,4,1190529494
3/20/20172:40:49PM,3/20/20172:42:05PM,0,168.150.122.66,100,76,1,3/20/20172:42:06PM,R_3ir86RwTLDkYmm0,,,,,38.4828949,-121.639801,anonymous,,,,,,,,,,,,,,,,,5,2,24,1,1,4,579527952
3/20/20172:42:27PM,3/20/20172:44:38PM,0,73.9.7.51,100,130,1,3/20/20172:44:39PM,R_1mOFEgTujigAQ0j,,,,,41.97590637,-87.70159912,anonymous,,,,,,,5,2,,,,,,,,,,,24,2,1,4,2168206005
3/20/20172:46:51PM,3/20/20172:48:52PM,0,24.73.0.124,100,120,1,3/20/20172:48:53PM,R_3sjP2fYavc18c2b,,,,,27.59309387,-82.50509644,anonymous,,,,,,,,,,,3,2,,,,,,,30,2,1,4,930111115
3/20/20172:52:29PM,3/20/20172:57:09PM,0,216.234.199.192,100,280,1,3/20/20172:57:11PM,R_8iiay2KpTq0C5qx,,,,,35.08450317,-106.6511002,anonymous,,,,,,,,,,,,,,,,,3,3,64,1,1,4,2631817884
3/20/20173:00:44PM,3/20/20173:02:09PM,0,130.203.107.180,100,85,1,3/20/20173:02:11PM,R_2tFKleYW6kG8puq,,,,,40.79750061,-77.90209961,anonymous,1,1,,,,,,,,,,,,,,,,,28,2,1,3,6148784151
3/20/20173:44:37PM,3/20/20173:47:42PM,0,174.104.33.161,100,184,1,3/20/20173:47:43PM,R_1GBbam8Wfa35ayS,,,,,42.12649536,-80.05999756,anonymous,,,4,5,,,,,,,,,,,,,,,34,2,3,3,945427739
3/20/20173:52:23PM,3/20/20173:54:14PM,0,24.10.64.212,100,111,1,3/20/20173:54:16PM,R_WoEevYobqUdgbsd,,,,,38.69610596,-121.5610046,anonymous,,,,,,,,,,,,,3,3,,,,,20,2,4,3,4060995397
3/20/20174:06:27PM,3/20/20174:08:53PM,0,204.195.33.140,100,146,1,3/20/20174:08:54PM,R_22Exm0u2m7isVsy,,,,,45.3842926,-122.1750031,anonymous,,,,,,,,,4,3,,,,,,,,,41,2,1,4,9888987941
3/20/20174:16:05PM,3/20/20174:17:19PM,0,173.26.157.70,100,74,1,3/20/20174:17:21PM,R_3J2u0N8rtNLAXRG,,,,,42.42660522,-92.35800171,anonymous,,,3,5,,,,,,,,,,,,,,,31,1,1,4,9623686624
3/20/20175:01:14PM,3/20/20175:02:53PM,0,128.6.37.106,100,98,1,3/20/20175:02:54PM,R_2ydN2NWaXCjTUsi,,,,,40.55160522,-74.46369934,anonymous,,,,,,,6,5,,,,,,,,,,,18,2,4,4,5770706525
3/20/20175:04:23PM,3/20/20175:06:13PM,0,73.173.112.48,100,110,1,3/20/20175:06:15PM,R_1d7fnIqbyXrJWvP,,,,,38.81559753,-77.04530334,anonymous,,,,,,,5,2,,,,,,,,,,,28,2,1,4,2642189162
3/20/20175:07:50PM,3/20/20175:09:36PM,0,24.250.190.220,100,106,1,3/20/20175:09:38PM,R_9mefPntEhdG3Jmx,,,,,29.67660522,-82.38549805,anonymous,,,,,,,5,3,,,,,,,,,,,21,2,1,3,4279178106
3/20/20175:08:52PM,3/20/20175:10:11PM,0,73.240.100.95,100,79,1,3/20/20175:10:13PM,R_ThfcVJqCblIiash,,,,,44.90159607,-122.9223022,anonymous,,,,,,,,,,,,,,,4,5,,,22,1,1,3,6393857202
3/20/20175:10:54PM,3/20/20175:11:47PM,0,45.36.25.113,100,52,1,3/20/20175:11:48PM,R_32OP9tckNgj4Ke8,,,,,36.12069702,-79.89459991,anonymous,,,,,,,,,,,,,4,4,,,,,25,1,2,4,6619455567
3/20/20175:12:10PM,3/20/20175:13:31PM,0,165.123.246.68,100,81,1,3/20/20175:13:32PM,R_r8AuPBVWRqzsl6V,,,,,39.95970154,-75.19680023,anonymous,,,6,6,,,,,,,,,,,,,,,20,2,3,4,792565053
3/20/20175:14:05PM,3/20/20175:18:00PM,0,70.44.55.17,100,234,1,3/20/20175:18:01PM,R_3NPreiQE42bf001,,,,,41.05439758,-74.61710358,anonymous,,,5,5,,,,,,,,,,,,,,,55,2,1,4,4101818972
3/20/20175:16:59PM,3/20/20175:21:21PM,0,68.46.165.157,100,262,1,3/20/20175:21:23PM,R_3Jr5uWTakXEhCwO,,,,,42.10949707,-85.4733963,anonymous,,,,,,,,,,,,,5,5,,,,,22,2,1,3,8122188183
3/20/20175:22:00PM,3/20/20175:24:45PM,0,69.216.246.63,100,165,1,3/20/20175:24:47PM,R_3MoK6Z6d02gflh1,,,,,42.26669312,-88.05079651,anonymous,,,2,4,,,,,,,,,,,,,,,43,2,1,4,6853022016
3/20/20175:23:27PM,3/20/20175:25:52PM,0,66.249.232.112,100,144,1,3/20/20175:25:53PM,R_cMHTNbexl4OJadb,,,,,41.47869873,-85.84739685,anonymous,,,,,,,4,3,,,,,,,,,,,43,2,1,4,9727109144
3/20/20175:24:29PM,3/20/20175:26:50PM,0,76.254.209.86,100,141,1,3/20/20175:26:51PM,R_p9SHjdzKZw7IKKB,,,,,36.26429749,-95.82769775,anonymous,,,,,,,,,,,,,,,5,3,,,70,2,1,4,1857407838
3/20/20175:24:45PM,3/20/20175:27:03PM,0,68.119.39.170,100,137,1,3/20/20175:27:04PM,R_214impBfhYfGgz4,,,,,36.21910095,-81.65630341,anonymous,,,,,,,,,,,3,1,,,,,,,36,1,1,4,6181367072
3/20/20175:25:06PM,3/20/20175:27:09PM,0,65.188.145.8,100,123,1,3/20/20175:27:11PM,R_1DYCpD7S40vfxvM,,,,,35.6519928,-79.84410095,anonymous,,,,,,,5,4,,,,,,,,,,,26,1,1,4,6482867794
3/20/20175:53:09PM,3/20/20175:54:43PM,0,96.59.205.81,100,93,1,3/20/20175:54:44PM,R_9TYprCMHzbLOMhP,,,,,27.86610413,-82.32649994,anonymous,,,,,,,,,,,,,,,,,5,4,25,2,2,4,9459468782
3/20/20175:51:45PM,3/20/20176:01:19PM,0,76.106.222.118,100,574,1,3/20/20176:01:21PM,R_2S6n5W5nr81yeXd,,,,,30.06889343,-81.56210327,anonymous,,,,,4,3,,,,,,,,,,,,,35,1,4,3,1528830231
3/20/20176:01:17PM,3/20/20176:02:16PM,0,71.228.185.140,100,58,1,3/20/20176:02:17PM,R_1Hi7SnsgBZt1mpy,,,,,36.17590332,-86.80930328,anonymous,1,3,,,,,,,,,,,,,,,,,26,2,1,4,860937494
3/20/20176:03:53PM,3/20/20176:04:56PM,0,67.11.98.116,100,62,1,3/20/20176:04:57PM,R_2veKT8b1J1ahCrv,,,,,29.65690613,-98.51069641,anonymous,,,,,,,,,,,,,2,4,,,,,34,2,1,4,4277832559
3/20/20176:09:52PM,3/20/20176:11:36PM,0,69.77.131.130,100,103,1,3/20/20176:11:38PM,R_aXeRH3Fn3ZpqHlL,,,,,36.14520264,-81.83799744,anonymous,,,,,,,,,,,,,,,,,3,1,21,1,4,3,538896639
3/20/20176:12:42PM,3/20/20176:14:12PM,0,45.49.159.124,100,89,1,3/20/20176:14:13PM,R_24cSDcC4sR3qHKL,,,,,34.04859924,-118.4423981,anonymous,,,4,3,,,,,,,,,,,,,,,25,1,4,4,2418224314
3/20/20176:13:11PM,3/20/20176:14:25PM,0,73.14.118.95,100,74,1,3/20/20176:14:27PM,R_UQOvUX6RfeyBBu1,,,,,38.89360046,-104.735199,anonymous,,,,,,,,,,,,,,,,,4,3,42,2,1,4,6434278884
3/20/20176:13:59PM,3/20/20176:16:52PM,0,66.189.153.233,100,173,1,3/20/20176:16:54PM,R_323ANBlaVqqRcEx,,,,,41.6730957,-123.9454956,anonymous,,,1,6,,,,,,,,,,,,,,,28,2,1,4,5143870725
3/20/20176:22:05PM,3/20/20176:25:06PM,0,99.157.98.29,100,181,1,3/20/20176:25:07PM,R_2rnYMfwQUAjdqLN,,,,,34.10150146,-84.51940155,anonymous,,,,,,,,,,,,,7,2,,,,,43,2,1,4,4567219261
3/20/20176:24:22PM,3/20/20176:26:10PM,0,198.109.220.2,100,107,1,3/20/20176:26:11PM,R_10TPXuDuuFa5pFW,,,,,41.8618927,-84.60379791,anonymous,,,,,,,,,,,,,,,5,4,,,23,1,1,4,1907697912
3/20/20176:24:32PM,3/20/20176:26:55PM,0,71.35.139.6,100,142,1,3/20/20176:26:57PM,R_QodXQvsFNY0sDuh,,,,,47.15109253,-122.4492035,anonymous,,,5,4,,,,,,,,,,,,,,,40,2,1,4,3556393990
3/20/20176:28:21PM,3/20/20176:30:50PM,0,107.223.131.197,100,148,1,3/20/20176:30:52PM,R_3JrfLAUit9fCfVM,,,,,32.81010437,-97.10610199,anonymous,,,6,5,,,,,,,,,,,,,,,53,2,2,4,1585393222
3/20/20176:31:18PM,3/20/20176:33:05PM,0,47.33.134.18,100,107,1,3/20/20176:33:07PM,R_1JOCNLkKiYX58RE,,,,,46.41819763,-118.9002991,anonymous,,,,,6,2,,,,,,,,,,,,,29,2,1,4,3076552772
3/20/20176:31:28PM,3/20/20176:33:50PM,0,72.184.11.217,100,142,1,3/20/20176:33:52PM,R_1HidsQTlqKM59SR,,,,,28.0184021,-82.14189911,anonymous,,,,,,,,,,,3,2,,,,,,,26,1,2,4,6146591380
3/20/20176:32:06PM,3/20/20176:33:54PM,0,107.205.103.93,100,107,1,3/20/20176:33:55PM,R_2Cxlo5Sbhocc6Xb,,,,,42.21960449,-83.604599,anonymous,,,,,5,2,,,,,,,,,,,,,30,1,1,4,3933184124
3/20/20176:48:13PM,3/20/20176:49:35PM,0,71.204.54.188,100,81,1,3/20/20176:49:36PM,R_22Ai1569cuqbdS3,,,,,34.00169373,-84.47100067,anonymous,1,4,,,,,,,,,,,,,,,,,35,2,1,3,2320667752
3/20/20176:49:59PM,3/20/20176:51:53PM,0,97.68.38.98,100,113,1,3/20/20176:51:54PM,R_2sZ2owH3ML75See,,,,,28.47680664,-81.63189697,anonymous,1,3,,,,,,,,,,,,,,,,,28,2,1,4,6755959438
3/20/20176:57:07PM,3/20/20176:59:18PM,0,97.41.193.111,100,130,1,3/20/20176:59:20PM,R_3e9VVkOfnIwG8JU,,,,,28.63439941,-81.62210083,anonymous,,,,,,,3,2,,,,,,,,,,,51,1,1,4,6431177175
3/20/20176:59:22PM,3/20/20177:01:06PM,0,71.169.185.60,100,104,1,3/20/20177:01:08PM,R_2xRAbfGJWIvBfWC,,,,,42.84500122,-72.05950165,anonymous,,,,,,,4,3,,,,,,,,,,,34,2,1,4,9335320647
3/20/20176:58:48PM,3/20/20177:01:57PM,0,71.227.34.173,100,188,1,3/20/20177:01:58PM,R_2fx49oBFHBcxx9V,,,,,42.2256012,-83.26850128,anonymous,,,,,4,1,,,,,,,,,,,,,56,2,1,4,9728208235
3/20/20177:04:47PM,3/20/20177:06:48PM,0,73.154.92.99,100,120,1,3/20/20177:06:49PM,R_2V4vHucYBguT8rw,,,,,40.09680176,-80.91739655,anonymous,,,5,3,,,,,,,,,,,,,,,37,2,1,4,9279683507
3/20/20177:07:20PM,3/20/20177:09:03PM,0,107.1.23.59,100,103,1,3/20/20177:09:05PM,R_OCpZgrLme8t7f8d,,,,,41.19160461,-87.85549927,anonymous,,,,,,,,,,,,,,,,,7,4,21,1,1,4,876487182
3/20/20177:16:29PM,3/20/20177:18:23PM,0,98.170.192.115,100,113,1,3/20/20177:18:24PM,R_3J8HfMZU0xz6z9k,,,,,30.48049927,-87.1996994,anonymous,,,,,,,,,,,4,4,,,,,,,30,2,1,4,5805906220
3/20/20177:23:51PM,3/20/20177:26:53PM,0,108.77.41.129,100,182,1,3/20/20177:26:55PM,R_3EYlHy4YTc5WG2S,,,,,34.09049988,-86.04419708,anonymous,,,,,,,,,,,4,2,,,,,,,34,2,1,4,2084444026
3/20/20177:26:41PM,3/20/20177:28:13PM,0,96.242.123.146,100,92,1,3/20/20177:28:15PM,R_Xv81JelDJnOrEzf,,,,,40.67050171,-74.10639954,anonymous,,,,,,,,,,,3,2,,,,,,,41,1,4,4,187216341
3/20/20177:32:01PM,3/20/20177:33:40PM,0,99.115.159.18,100,98,1,3/20/20177:33:41PM,R_1oqebcF739e1l7s,,,,,30.63789368,-91.17970276,anonymous,,,,,4,1,,,,,,,,,,,,,34,2,1,1,9271587231
3/20/20177:34:04PM,3/20/20177:35:34PM,0,164.119.62.28,100,90,1,3/20/20177:35:36PM,R_25z1KovfmbHd6sN,,,,,40.82539368,-96.67489624,anonymous,,,5,5,,,,,,,,,,,,,,,32,2,1,4,3473605272
3/20/20177:38:51PM,3/20/20177:40:53PM,0,98.90.70.243,100,122,1,3/20/20177:40:54PM,R_3MbyNdRmzaZQXyg,,,,,30.70210266,-87.86370087,anonymous,,,,,,,,,4,1,,,,,,,,,30,2,1,4,9649350233
3/20/20178:06:47PM,3/20/20178:08:27PM,0,75.72.242.128,100,99,1,3/20/20178:08:28PM,R_3QQ9F7mc12pOoWh,,,,,44.93739319,-93.22190094,anonymous,,,,,,,,,,,,,,,,,5,3,26,1,5,4,6495087356
3/20/20178:12:44PM,3/20/20178:14:32PM,0,69.140.38.5,100,107,1,3/20/20178:14:33PM,R_Td5rhoO7ESrebO9,,,,,39.0059967,-77.10250092,anonymous,,,,,2,1,,,,,,,,,,,,,30,2,4,4,3825744935
3/20/20178:29:45PM,3/20/20178:33:53PM,0,108.59.99.161,100,248,1,3/20/20178:33:55PM,R_1gjBqFJFtjRqWCK,,,,,43.17579651,-91.20819855,anonymous,,,,,,,,,4,4,,,,,,,,,55,2,1,3,486202892
3/20/20178:39:17PM,3/20/20178:41:24PM,0,24.0.67.12,100,127,1,3/20/20178:41:26PM,R_AFp6Xp0FCKwRrhL,,,,,40.78430176,-74.80599976,anonymous,,,,,,,4,3,,,,,,,,,,,31,1,1,4,9250840772
3/20/20178:45:54PM,3/20/20178:47:01PM,0,76.21.117.243,100,66,1,3/20/20178:47:02PM,R_125VwEPVZSPMCaA,,,,,37.45759583,-122.1040955,anonymous,,,,,,,,,2,3,,,,,,,,,24,1,5,3,3738831240
3/20/20178:47:23PM,3/20/20178:48:55PM,0,104.53.71.33,100,91,1,3/20/20178:48:56PM,R_3GlVT2JpqHtyNxF,,,,,33.25419617,-96.68630219,anonymous,,,,,,,,,3,3,,,,,,,,,34,2,4,4,3847920494
3/20/20178:48:03PM,3/20/20178:49:41PM,0,67.10.219.107,100,97,1,3/20/20178:49:43PM,R_20U7pvcLMSvi16e,,,,,31.87480164,-106.4516983,anonymous,,,,,,,4,4,,,,,,,,,,,22,2,1,4,936301873
3/20/20178:50:56PM,3/20/20178:52:38PM,0,71.51.52.225,100,101,1,3/20/20178:52:40PM,R_3qCC4CI8487NWFy,,,,,31.86639404,-95.65070343,anonymous,,,2,5,,,,,,,,,,,,,,,40,2,1,4,2961276667
3/20/20178:55:09PM,3/20/20178:58:13PM,0,172.13.192.83,100,184,1,3/20/20178:58:15PM,R_a9x4XP7SJro2Huh,,,,,39.29780579,-91.18890381,anonymous,,,,,,,,,,,,,,,3,4,,,34,2,1,4,760684535
3/20/20178:56:56PM,3/20/20178:59:41PM,0,68.38.53.52,100,165,1,3/20/20178:59:42PM,R_3MgngSqVCDhcexI,,,,,39.83810425,-84.90540314,anonymous,,,,,,,,,,,3,1,,,,,,,30,2,1,4,606883141
3/20/20178:57:20PM,3/20/20179:00:53PM,0,68.104.12.59,100,212,1,3/20/20179:00:55PM,R_25WweChDioGjU5c,,,,,36.19790649,-115.2659988,anonymous,,,,,4,2,,,,,,,,,,,,,27,1,1,4,2169896146
3/20/20179:10:48PM,3/20/20179:12:02PM,0,24.15.2.182,100,73,1,3/20/20179:12:03PM,R_etat6N6AkQmmyzv,,,,,41.80090332,-87.93699646,anonymous,,,,,,,,,,,,,4,1,,,,,28,1,1,4,9359081257
3/20/20179:25:08PM,3/20/20179:26:39PM,0,67.160.188.180,100,90,1,3/20/20179:26:40PM,R_3rFZoPsluvCwpfw,,,,,44.10270691,-123.1341019,anonymous,,,,,,,,,,,,,,,5,1,,,24,2,1,4,4655125644
3/20/20179:49:14PM,3/20/20179:50:46PM,0,207.38.196.117,100,92,1,3/20/20179:50:48PM,R_3EnIgZRifgPMypR,,,,,40.76220703,-73.91210175,anonymous,,,,,,,,,,,,,2,2,,,,,21,2,1,4,7266346649
3/20/20179:57:43PM,3/20/20179:59:51PM,0,70.215.131.226,100,128,1,3/20/20179:59:53PM,R_2akI9qa0pw4c8bn,,,,,35.16209412,-89.91790009,anonymous,,,,,,,,,,,,,,,5,3,,,37,2,1,4,2811170086
3/20/201710:05:51PM,3/20/201710:08:05PM,0,50.34.149.122,100,134,1,3/20/201710:08:08PM,R_240k77G04HI16k3,,,,,48.1855011,-122.6679993,anonymous,2,4,,,,,,,,,,,,,,,,,54,1,1,4,1748739640
3/20/201711:10:18PM,3/20/201711:12:22PM,0,50.191.23.222,100,123,1,3/20/201711:12:23PM,R_1rPMQkQQpuhC2es,,,,,39.94070435,-75.22810364,anonymous,1,3,,,,,,,,,,,,,,,,,33,1,4,4,5250822711
3/21/201712:30:33AM,3/21/201712:32:02AM,0,74.219.102.1,100,89,1,3/21/201712:32:04AM,R_3gL40iC2WS8EEXU,,,,,41.22129822,-82.57460022,anonymous,2,4,,,,,,,,,,,,,,,,,25,1,1,4,8119068932
3/21/20177:16:02AM,3/21/20177:17:13AM,0,73.182.224.118,100,70,1,3/21/20177:17:14AM,R_1hZ7EL3Tn02UQWO,,,,,41.30940247,-72.9240036,anonymous,,,5,5,,,,,,,,,,,,,,,26,1,2,4,1198907770
3/21/20177:16:34AM,3/21/20177:17:47AM,0,71.225.62.132,100,72,1,3/21/20177:17:48AM,R_2SpKvTh0rgizEJu,,,,,40.01919556,-75.09400177,anonymous,,,,,,,,,,,,,4,2,,,,,23,2,2,4,6660715244
3/21/20177:17:04AM,3/21/20177:18:08AM,0,68.49.89.174,100,63,1,3/21/20177:18:10AM,R_8k2BcCxxrdk51n3,,,,,42.58720398,-83.23619843,anonymous,,,,,,,,,,,,,,,,,4,4,24,2,1,4,388261648
3/21/20177:17:29AM,3/21/20177:18:44AM,0,128.230.217.12,100,75,1,3/21/20177:18:45AM,R_3Duyw9cBOELjiMb,,,,,43.03770447,-76.13960266,anonymous,,,,,,,,,,,5,1,,,,,,,20,1,4,3,1441338719
3/21/20177:17:16AM,3/21/20177:19:05AM,0,173.110.156.222,100,108,1,3/21/20177:19:06AM,R_2tfiHOYL8sNQpxm,,,,,28.47680664,-81.63189697,anonymous,1,5,,,,,,,,,,,,,,,,,46,1,3,4,6641878318
3/21/20177:18:32AM,3/21/20177:19:59AM,0,129.74.112.46,100,87,1,3/21/20177:20:01AM,R_1nNOJdhRXqOXDEy,,,,,41.70069885,-86.25009918,anonymous,,,,,,,,,4,2,,,,,,,,,45,1,1,4,7508720020
3/21/20177:18:04AM,3/21/20177:20:15AM,0,97.87.102.203,100,130,1,3/21/20177:20:16AM,R_Zl5wPruwvAetZxD,,,,,37.43850708,-89.63339996,anonymous,,,,,,,,,,,2,2,,,,,,,67,2,1,4,1033324050
3/21/20177:19:26AM,3/21/20177:20:40AM,0,108.194.200.239,100,74,1,3/21/20177:20:42AM,R_V3jtcoi4mPPOW2J,,,,,29.54960632,-90.58879852,anonymous,,,,,4,2,,,,,,,,,,,,,31,2,1,4,9435077942
3/21/20177:19:33AM,3/21/20177:21:01AM,0,66.87.133.57,100,87,1,3/21/20177:21:03AM,R_24csHw0J7FgZDmr,,,,,34.98539734,-80.54949951,anonymous,,,3,4,,,,,,,,,,,,,,,35,2,1,4,3627684452
3/21/20177:19:41AM,3/21/20177:21:15AM,0,173.18.177.94,100,93,1,3/21/20177:21:16AM,R_pfo6Xtr5Fax4fvz,,,,,36.80560303,-87.83370209,anonymous,,,,,,,,,,,,,,,5,3,,,24,2,4,4,6202115756
3/21/20177:20:11AM,3/21/20177:21:29AM,0,174.199.16.15,100,77,1,3/21/20177:21:30AM,R_3HjkQYi4gh4NEru,,,,,41.67379761,-72.85440063,anonymous,,,,,4,3,,,,,,,,,,,,,35,1,1,4,7478191256
3/21/20177:20:49AM,3/21/20177:21:58AM,0,73.210.25.228,100,68,1,3/21/20177:21:59AM,R_2aJoh0r6vXNFrey,,,,,40.67619324,-89.63559723,anonymous,,,,,,,,,,,,,,,,,4,3,37,2,1,4,6901742676
3/21/20177:20:43AM,3/21/20177:22:52AM,0,99.3.18.80,100,129,1,3/21/20177:22:53AM,R_SDbinXZNVk9Oyzf,,,,,41.48199463,-81.79820251,anonymous,1,5,,,,,,,,,,,,,,,,,60,1,1,4,5294442060
3/21/20177:21:43AM,3/21/20177:23:43AM,0,209.6.92.102,100,119,1,3/21/20177:23:44AM,R_T0mXrCB22zJ0roB,,,,,42.38279724,-71.09549713,anonymous,,,,,,,,,,,,,,,,,2,1,32,1,1,4,1428069063
