StartDate,EndDate,SubjectType,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,age,sex,race,t00001,t00002,t00003,t00004,t00005,t00006,t00007,t00008,t00009,t00010,t00011,t00012,t00013,t00014,t00015,t00016,t00017,t00018,t00019,t00020,t00021,t00022,t00023,t00024,t00025,t00026,t00027,t00028,t00029,t00030,t00031,t00032,t00033,t00034,t00035,t00036,t00037,t00038,t00039,t00040,t00041,t00042,t00043,t00044,t00045,t00046,t00047,t00048,t00049,t00050,t00051,t00052,t00053,t00054,t00055,t00056,t00057,t00058,t00059,t00060,t00061,t00062,t00063,t00064,t00065,t00066,t00067,t00068,t00069,t00070,t00071,t00072,t00073,t00074,t00075,t00076,t00077,t00078,t00079,t00080,t00081,t00082,t00083,t00084,t00085,t00086,t00087,t00088,t00089,t00090,t00091,t00092,t00093,t00094,t00095,t00096,t00097,t00098,t00099,t00100,t00101,t00102,t00103,t00104,t00105,t00106,t00107,t00108,t00109,t00110,t00111,t00112,t00113,t00114,t00115,t00116,t00117,t00118,t00119,t00120,t00121,t00122,t00123,t00124,t00125,t00126,t00127,t00128,t00129,t00130,t00131,t00132,t00133,t00134,t00135,t00136,t00137,t00138,t00139,t00140,t00141,t00142,t00143,t00144,t00145,t00146,t00147,t00148,t00149,t00150,t00151,t00152,t00153,t00154,t00155,t00156,t00157,t00158,t00159,t00160,t00161,t00162,t00163,t00164,t00165,t00166,t00167,t00168,t00169,t00170,t00171,t00172,t00173,t00174,t00175,t00176,t00177,t00178,t00179,t00180,t00181,t00182,t00183,t00184,t00185,t00186,t00187,t00188,t00189,t00190,t00191,t00192,t00193,t00194,t00195,t00196,t00197,t00198,t00199,t00200,t00201,t00202,t00203,t00204,t00205,t00206,t00207,t00208,t00209,t00210,t00211,t00212,t00213,t00214,t00215,t00216,t00217,t00218,t00219,t00220,t00221,t00222,t00223,t00224,t00225,t00226,t00227,t00228,t00229,t00230,t00231,t00232,t00233,t00234,t00235,t00236,t00237,t00238,t00239,t00240,t00241,t00242,t00243,t00244,t00245,t00246,t00247,t00248,t00249,t00250,t00251,t00252,t00253,t00254,t00255,t00256,t00257,t00258,t00259,t00260,t00261,t00262,t00263,t00264,t00265,t00266,t00267,t00268,t00269,t00270,t00271,t00272,t00273,t00274,t00275,t00276,t00277,t00278,t00279,t00280,t00281,t00282,t00283,t00284,t00285,t00286,t00287,t00288,t00289,t00290,t00291,t00292,t00293,t00294,t00295,t00296,t00297,t00298,t00299,t00300,data_use,mTurkCode
3/1/2017 0:42,3/1/2017 0:59,real,0,72.172.201.1,100,983,1,3/1/2017 0:59,R_29s5ds8fdi2ghJq,,,,,37.69889832,-92.66200256,anonymous,34,2,1,1,1,2,2,2,1,1,1,2,1,1,1,1,2,1,2,2,1,1,2,2,2,1,1,1,2,2,1,2,1,1,1,2,2,2,2,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,1,1,1,1,2,1,1,2,1,1,2,1,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,1,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,2,2,1,1,1,1,2,2,1,1,2,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,1,2,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,4,1225973
3/1/2017 0:39,3/1/2017 1:00,real,0,162.192.69.15,100,1253,1,3/1/2017 1:00,R_abn4bQvyBFiwUtH,,,,,34.74490356,-92.32050323,anonymous,45,1,1,2,1,2,2,2,2,2,2,1,1,2,1,2,2,1,1,2,2,1,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,2,2,1,1,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,1,2,2,1,1,2,1,1,1,1,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,1,2,2,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,2,1,1,2,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,1,2,1,1,2,2,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1,2,2,1,2,1,1,1,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,2,2,1,2,2,1,2,1,1,2,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,2,1,1,4,3968236
3/1/2017 0:40,3/1/2017 1:01,real,0,47.221.55.10,100,1272,1,3/1/2017 1:01,R_1Qlx3iyoOPPCA26,,,,,30.05400085,-95.22299957,anonymous,43,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,1,1,2,2,1,2,2,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,2,2,1,2,2,1,1,1,2,1,2,2,1,1,1,2,1,2,2,2,2,1,1,2,2,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,2,1,2,2,1,1,2,1,2,2,1,1,2,1,2,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,1,1,1,2,1,2,1,2,1,2,2,1,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,1,2,2,1,1,2,2,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,2,1,2,2,2,1,1,2,2,1,1,1,1,2,1,1,1,2,2,1,2,4,179261
3/1/2017 0:43,3/1/2017 1:07,real,0,207.229.173.178,100,1429,1,3/1/2017 1:07,R_abcYrVHKLZe4PDP,,,,,41.97279358,-87.66159821,anonymous,30,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,2,1,1,2,1,2,1,2,2,1,1,2,2,2,1,1,2,2,2,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,2,1,2,2,1,1,1,2,2,1,2,1,1,2,1,2,2,2,1,1,1,2,2,1,1,1,2,1,2,2,2,1,1,1,1,2,2,1,1,2,2,1,2,2,2,1,2,2,1,2,1,1,2,1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,2,1,2,1,2,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,1,1,2,1,2,2,1,2,1,1,1,2,2,1,1,2,2,2,2,1,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,1,4,9520412
3/1/2017 0:41,3/1/2017 1:13,real,0,73.52.84.130,100,1925,1,3/1/2017 1:13,R_1P0kCZ0Ddn2VySR,,,,,41.38499451,-75.64610291,anonymous,33,1,1,2,1,2,1,2,2,1,1,1,2,1,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,2,1,2,1,2,2,1,2,1,2,2,1,1,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2,1,2,1,2,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,2,1,1,1,2,2,2,2,1,2,1,1,2,2,2,1,1,2,1,2,1,1,2,1,2,2,1,1,2,1,2,2,1,1,2,2,2,1,2,2,1,1,1,1,1,2,1,1,2,2,2,1,1,2,1,1,2,1,2,2,2,2,1,1,2,2,1,2,2,1,2,1,1,2,1,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,2,1,1,2,1,2,2,1,2,2,1,2,1,1,2,1,1,2,1,2,1,1,2,2,1,2,1,2,1,1,2,1,1,1,2,1,1,1,2,1,2,2,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,1,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2,1,1,2,2,2,1,1,1,1,1,1,2,2,1,4,9741000
3/1/2017 0:58,3/1/2017 1:13,real,0,75.90.44.210,100,897,1,3/1/2017 1:13,R_1mw06RI8zRnHRAR,,,,,35.25180054,-92.36769867,anonymous,53,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,1,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,3,1395808
3/1/2017 0:43,3/1/2017 1:14,real,0,173.63.85.84,100,1830,1,3/1/2017 1:14,R_3D28aMwyuPwvZml,,,,,40.8441925,-74.04160309,anonymous,41,1,1,1,1,2,2,1,1,1,1,2,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,1,2,2,1,2,1,2,1,2,1,2,2,2,1,1,1,2,2,1,2,1,1,1,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,1,1,2,2,1,2,1,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,1,1,1,2,2,2,1,1,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,1,1,1,2,2,1,2,1,2,1,2,2,2,1,1,1,1,1,2,2,1,2,1,2,1,2,2,2,1,2,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2,1,2,2,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2,2,1,2,1,1,1,1,2,2,1,1,2,1,1,1,2,4,1908861
3/1/2017 0:48,3/1/2017 1:27,real,0,24.29.171.38,100,2346,1,3/1/2017 1:27,R_aWBmc1x1P2dmfNn,,,,,38.8256073,-83.52880096,anonymous,25,2,1,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,2,2,2,2,1,1,1,2,1,2,2,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,1,1,2,1,2,2,1,1,2,1,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2,1,2,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,2,1,1,2,2,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,1,2,4,1202369
3/1/2017 1:36,3/1/2017 1:56,real,0,73.158.2.108,100,1194,1,3/1/2017 1:56,R_1jD4bfd3AyL5nNh,,,,,34.82099915,-120.410202,anonymous,21,1,1,2,2,1,1,2,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,2,2,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,1,2,1,1,1,2,2,1,1,1,2,1,2,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,4,8216353
3/1/2017 2:20,3/1/2017 2:35,real,0,117.206.107.77,100,942,1,3/1/2017 2:36,R_RXD7IB5A5v3dg3L,,,,,11.3500061,77.73330688,anonymous,32,1,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,2,1,2,1,1,1,2,2,2,2,1,1,2,1,1,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,1,2,1,2,1,1,2,1,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,2,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,1,2,1,1,2,2,1,2,1,1,1,1,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,1,4,5768468
3/1/2017 2:15,3/1/2017 2:36,real,0,208.81.216.8,100,1316,1,3/1/2017 2:37,R_1f9LQzUaXy4nfge,,,,,39.20050049,-84.57499695,anonymous,25,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,1,1,2,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,1,2,2,1,2,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,1,2,2,2,1,1,2,1,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,1,2,2,1,2,1,1,2,2,2,2,2,1,2,1,1,2,2,1,2,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,1,1,1,2,1,1,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,1,2,1,4,2852452
3/1/2017 2:15,3/1/2017 2:44,real,0,73.221.151.17,100,1768,1,3/1/2017 2:45,R_cvZg8hxe66OOhbj,,,,,47.30369568,-122.3744049,anonymous,29,2,1,1,1,2,1,2,1,2,2,1,2,2,1,2,1,1,2,1,2,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2,1,2,2,1,2,2,2,1,1,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,1,1,2,1,1,2,1,1,2,2,2,1,1,2,2,1,1,2,2,2,1,1,2,2,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,2,1,2,1,1,1,1,2,2,1,1,1,2,1,2,1,2,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,2,1,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,2,2,1,2,1,2,1,1,1,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,4,4672219
3/1/2017 2:20,3/1/2017 2:51,real,0,93.228.231.15,100,1832,1,3/1/2017 2:51,R_8HWROwe9OWCLY2Z,,,,,49.85969543,9.844192505,anonymous,23,2,1,1,2,1,1,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,1,2,1,1,1,2,1,2,2,1,1,1,2,1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,1,2,1,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,2,1,2,1,1,2,1,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,1,2,2,1,2,1,2,1,1,1,2,1,1,1,2,2,1,1,1,2,1,2,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,4,9988547
3/1/2017 2:41,3/1/2017 2:58,real,0,156.56.142.178,100,1063,1,3/1/2017 2:58,R_1liYCEXeYD8tNC6,,,,,39.24989319,-86.45549774,anonymous,48,2,1,2,2,1,1,1,2,2,1,2,1,2,1,2,2,2,1,2,2,1,1,1,2,2,2,1,2,2,1,1,1,2,1,1,2,2,2,2,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,1,1,2,1,2,2,2,2,2,1,2,1,1,2,2,1,1,2,1,1,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,2,2,2,1,1,1,2,1,2,2,1,2,1,1,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,2,1,2,1,2,2,2,2,1,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,2,1,1,2,1,1,2,2,2,2,2,1,2,2,1,1,2,1,2,2,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,2,1,1,2,1,4,2670805
3/1/2017 2:36,3/1/2017 2:59,real,0,174.30.117.52,100,1351,1,3/1/2017 2:59,R_3JqNQeKIN0HbT3K,,,,,41.57879639,-93.68009949,anonymous,25,2,1,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,2,2,1,1,2,2,1,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,2,2,2,1,2,1,1,2,1,1,2,2,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,1,1,2,2,1,1,2,1,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,1,2,2,2,1,1,1,2,2,2,1,2,1,1,1,2,2,1,2,2,2,2,1,1,2,1,1,1,1,2,2,1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,2,2,2,2,2,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,2,1,2,1,1,1,2,2,2,2,2,1,1,2,4,5490354
3/1/2017 3:19,3/1/2017 3:31,real,0,73.175.179.148,100,668,1,3/1/2017 3:31,R_1ootGkE2fXRoeci,,,,,40.55050659,-75.98670197,anonymous,25,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,1,2,1,2,1,2,2,1,1,2,1,2,1,1,2,1,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,2,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,1,1,1,1,2,2,1,1,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,1,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,3,2968608
3/1/2017 2:24,3/1/2017 3:32,real,0,192.77.242.14,100,4125,1,3/1/2017 3:33,R_2ATm6Szs8Q29bIU,,,,,39.95970154,-75.19680023,anonymous,25,2,1,1,2,1,2,2,2,1,2,2,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,1,2,2,2,1,2,1,1,2,2,1,2,1,1,1,2,2,1,1,2,1,2,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,1,2,2,1,2,2,1,1,1,2,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,2,2,2,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,2,1,2,1,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,1,2,1,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,2,1,2,4,3545709
3/1/2017 4:28,3/1/2017 4:38,real,0,71.230.193.237,100,613,1,3/1/2017 4:38,R_2c63ij0RGMasorS,,,,,40.09249878,-74.98529816,anonymous,32,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2,2,1,2,1,1,1,2,1,1,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,1,1,2,2,2,2,2,1,2,1,1,1,1,1,1,2,2,2,2,1,2,1,1,2,1,2,2,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,1,2,1,2,2,1,2,1,2,2,1,1,1,2,2,2,1,2,1,2,1,2,2,1,2,1,1,2,2,2,2,2,1,2,2,1,1,2,1,1,2,1,1,1,4,3767126
